ID-LB|Leikaschlüssel|Name|Name2|Updatedatum|ID-OD|Bezeichnung OD|Links
B100019.LB.103668702|99003071140000|OPS-/ICD-Vorschlagsverfahren Veröffentlichung|Am OPS-/ICD-Vorschlagsverfahren teilnehmen|20.01.2025 00:48|||
B100019.LB.103668704|99005065261000|Sunset-Clause: (Anzeigepflicht für AM für das Inverkehrbringen und die Einstellung des Inverkehrbringens) Entgegennahme|An- und Abmeldung von Arzneimitteln beim Bundesinstitut für Arzneimittel und Medizinprodukte|20.01.2025 00:48|||
B100019.LB.103668706|99005066140000|Zusammenfassungen von Risikomanagement-Plänen (RMP) Veröffentlichung|Zusammenfassungen von Risikomanagement-Plänen (RMP) für zugelassene Arzneimittel einsehen|20.01.2025 00:48|B100019.OD.103894737|Arzneimittel-Informationssystem PharmNet.Bund|https://www.pharmnet-bund.de/dynamic/de/arzneimittel-informationssystem/index.html
B100019.LB.103668709|99005067140000|Lieferengpassmeldung für Arzneimittel Veröffentlichung|Meldung von Lieferengpässen für Arzneimittel für Menschen durch die Industrie an das BfArM und Veröffentlichung der Lieferengpassmeldungen|20.01.2025 00:48|B100019.OD.103798005|PharmNet.Bund|https://www.pharmnet-bund.de/dynamic/de/unternehmen/lieferengpaesse/index.html
B100019.LB.103688017|99102155261000|Meldungen nach dem Common Reporting Standard (CRS): Mitteilung einer fehlenden Selbstauskunft Entgegennahme|CRS - Mitteilung einer fehlenden Selbstauskunft abgeben|20.01.2025 00:48|B100019.OD.103831319|BZStOnline-Portal (BOP)|https://www.elster.de/bportal/start
B100019.LB.103695256|99148154017000|Projektförderung gemäß § 96 Bundesvertriebenengesetz - Bewilligung für wissenschaftliche Projekte zur Erhaltung, Erforschung und Vermittlung deutscher Kultur und Geschichte im östlichen Europa Bewilligung|Förderung für wissenschaftliche Projekte zur Erhaltung, Erforschung und Vermittlung deutscher Kultur und Geschichte im östlichen Europa beantragen|20.01.2025 00:48|||
B100019.LB.103710701|99155008000000|08. Gleichbehandlungsstelle EU-Arbeitnehmer (EU-GS)|Gleichbehandlungsstelle EU-Arbeitnehmer (EU-GS)|20.01.2025 00:48|||
B100019.LB.103725601|99153003006000|Planungsrechtliche Zulassungsentscheidung für Bauvorhaben im Bereich der Bundesfernstraßen Genehmigung|Antrag auf Planfeststellung für Maßnahmen im Bereich der Bundesfernstraßen stellen|20.01.2025 00:48|B100019.OD.106732600|Antrags- und Beteiligungsportal für Verkehr und Offshore-Vorhaben|https://beteiligung.bund.de
B100019.LB.103725605|99153005006000|Planungsrechtliche Zulassungsentscheidung für Vorhaben nach dem Bundeswasserstraßengesetz Genehmigung|Antrag auf Planfeststellung für Maßnahmen im Bereich der Bundeswasserstraßen stellen|20.01.2025 00:48|B100019.OD.106732600|Antrags- und Beteiligungsportal für Verkehr und Offshore-Vorhaben|https://beteiligung.bund.de
B100019.LB.103778540|99005070001001|Staatliche Chargenfreigabe von Arzneimitteln (ggf. aufgrund der Bescheinigung über die Freigabe in einem anderen Mitgliedstaat der Europäischen Union (OMCL)) Erteilung Sera|Chargenfreigabe von Sera als Tierarzneimittel beantragen|20.01.2025 00:48|B100019.OD.105002141|Anträge auf Chargenfreigabe PEI-C Rebuild|https://www.pharmnet-bund.de/dynamic/de/unternehmen/chargenfreigabe/index.html
B100019.LB.103778541|99005070001002|Staatliche Chargenfreigabe von Arzneimitteln (ggf. aufgrund der Bescheinigung über die Freigabe in einem anderen Mitgliedstaat der Europäischen Union (OMCL)) Erteilung Impfstoffe|Chargenfreigabe von Impfstoffen als Tierarzneimittel beantragen|20.01.2025 00:48|B100019.OD.105002141|Anträge auf Chargenfreigabe PEI-C Rebuild|https://www.pharmnet-bund.de/dynamic/de/unternehmen/chargenfreigabe/index.html
B100019.LB.103778542|99005070001003|Staatliche Chargenfreigabe von Arzneimitteln (ggf. aufgrund der Bescheinigung über die Freigabe in einem anderen Mitgliedstaat der Europäischen Union (OMCL)) Erteilung Immunmodulatoren|Chargenfreigabe von Immunmodulatoren als Tierarzneimittel beantragen|20.01.2025 00:48|B100019.OD.105002141|Anträge auf Chargenfreigabe PEI-C Rebuild|https://www.pharmnet-bund.de/dynamic/de/unternehmen/chargenfreigabe/index.html
B100019.LB.103778543|99005070001004|Staatliche Chargenfreigabe von Arzneimitteln (ggf. aufgrund der Bescheinigung über die Freigabe in einem anderen Mitgliedstaat der Europäischen Union (OMCL)) Erteilung Tuberkulinen|Chargenfreigabe von Tuberkulinen als Tierarzneimittel beantragen|20.01.2025 00:48|B100019.OD.105002141|Anträge auf Chargenfreigabe PEI-C Rebuild|https://www.pharmnet-bund.de/dynamic/de/unternehmen/chargenfreigabe/index.html
B100019.LB.103786139|99134055017002|Medizinische Vorsorgeleistungen für Krankenversicherte Bewilligung im ambulanten Sektor|Ambulante Vorsorgemaßnahme wie eine Kur für gesetzlich Krankenversicherte beantragen|20.01.2025 00:48|||
B100019.LB.103798024|99102157058000|Erstattung der Abzugsteuern auf Kapitalerträge nach § 11 InvStG Durchführung|Erstattung von Kapitalertragsteuer an Investmentfonds beantragen|20.01.2025 00:48|||
B100019.LB.103817002|99134056167000|Lichtbild zur elektronischen Gesundheitskarte Aktualisierung|Foto für die elektronische Gesundheitskarte einreichen|20.01.2025 00:48|B100019.OD.105922512|Zur Foto-Aktualisierung für Ihre eGK über den Kassen-Navigator des GKV-Spitzenverbands|https://bundesportal.gkv-spitzenverband.de?ID=03
B100019.LB.103817036|99134057080000|Erstattung des Verdienstausfalls bei Begleitung geistig oder körperlich behinderter Menschen bei stationärer Aufnahme Gewährung|Krankengeld beantragen für Begleitperson bei stationärer Behandlung Menschen mit Behinderung|20.01.2025 00:48|B100019.OD.103860010|Kassennavigator des GKV-Spitzenverbands|https://bundesportal.gkv-spitzenverband.de/?ID=42
B100019.LB.103882089|99097008001001|Ausstellung eines Aufnahmebescheides Erteilung bei Antragstellung vom Herkunftsgebiet aus|Aufnahme als Spätaussiedler beantragen|20.01.2025 00:48|||
B100019.LB.103882091|99097009001001|Nachträgliche Einbeziehung von Ehegatten und Abkömmlingen in den Aufnahmebescheid des Spätaussiedlers Erteilung bei Antragstellung vom Inland aus|Nachträgliche Einbeziehung von Ehegatten und Abkömmlingen in den Spätaussiedler-Aufnahmebescheid beantragen|20.01.2025 00:48|B100019.OD.103943463|Nachträgliche Einbeziehung von Ehegatten und Abkömmlingen in den Spätaussiedler-Aufnahmebescheid im Bundesportal beantragen|https://verwaltung.bund.de/leistungsbeantragung/DE/103882091
B100019.LB.103882093|99097010001001|Höherstufung für im Aufnahmeverfahren eingereiste Personen Erteilung bei Antragstellung vom Inland aus|Personen, die im Aufnahmeverfahren eingereist sind, höherstufen|20.01.2025 00:48|B100019.OD.103943464|Höherstufung für im Aufnahmeverfahren eingereiste Personen im Bundesportal beantragen|https://verwaltung.bund.de/leistungsbeantragung/DE/103882093
B100019.LB.103918125|99158016017000|Betriebs- und Haushaltshilfe von der Landwirtschaftlichen Alterskasse Bewilligung|Betriebs- und Haushaltshilfe der Landwirtschaftlichen Alterskasse beantragen|20.01.2025 00:48|B100019.OD.104219480|Online-Antrag auf Betriebs- und Haushaltshilfe|https://portal.svlfg.de/svlfg-apps/betriebs-und-haushaltshilfe
B100019.LB.103963640|99400049017000|ESF Plus-Bundesprogramm ""rückenwind-3 für Vielfalt, Wandel und Zukunftsfähigkeit in der Sozialwirtschaft"" Bewilligung|Förderung aus dem ESF Plus-Programm ""rückenwind³ für Vielfalt, Wandel und Zukunftsfähigkeit in der Sozialwirtschaft"" beantragen|20.01.2025 00:48|B100019.OD.104096507|Förderportal Z-EU-S|https://www.foerderportal-zeus.de/
B100019.LB.103963643|99400050017000|Außer Kraft - ESF Plus-Bundesprogramm ""Zukunftszentren"" Bewilligung|Förderung aus dem ESF Plus-Programm ""Zukunftszentren"" beantragen|20.01.2025 00:48|B100019.OD.104096507|Förderportal Z-EU-S|https://www.foerderportal-zeus.de/
B100019.LB.103963651|99400051017000|ESF Plus-Bundesprogramm ""Akti(F) Plus - Aktiv für Familien und ihre Kinder"" Bewilligung|Förderung aus dem ESF Plus-Programm ""Akti(F) Plus - Aktiv für Familien und ihre Kinder"" beantragen|20.01.2025 00:48|B100019.OD.104096507|Förderportal Z-EU-S|https://www.foerderportal-zeus.de/
B100019.LB.103963654|99400052017000|ESF Plus-Bundesprogramm ""JUVENTUS Deutschland Mobilität stärken - für ein soziales Europa"" Bewilligung|Förderung aus dem ESF Plus-Programm ""JUVENTUS: Mobilität stärken - für ein soziales Europa"" beantragen|20.01.2025 00:48|B100019.OD.104096507|Förderportal Z-EU-S|https://www.foerderportal-zeus.de/
B100019.LB.103963657|99400053017000|ESF Plus-Bundesprogramm ""Win-Win - Passgenaue Integration insbesondere von Migranten in klein- und mittelständische (Migranten-, Sozial) Unternehmen"" Bewilligung|Förderung aus dem ESF Plus-Programm ""Win-Win - Durch Kooperation zur Integration"" beantragen|20.01.2025 00:48|B100019.OD.104096507|Förderportal Z-EU-S|https://www.foerderportal-zeus.de/
B100019.LB.103963660|99400054017000|Außer Kraft - ESF Plus-Bundesprogramm ""EhAP Plus - Eingliederung hilft gegen Ausgrenzung der am stärksten benachteiligten Personen"" Bewilligung|Förderung aus dem ESF Plus-Programm ""EhAP Plus - Eingliederung hilft gegen Ausgrenzung der am stärksten benachteiligten Personen"" beantragen|20.01.2025 00:48|B100019.OD.104096507|Förderportal Z-EU-S|https://www.foerderportal-zeus.de/
B100019.LB.103963663|99400055017000|Außer Kraft - ESF Plus-Bundesprogramm ""WIR - Netzwerke integrieren Geflüchtete in den regionalen Arbeitsmarkt"" Bewilligung|Förderung aus dem ESF Plus-Programm ""WIR - Netzwerke integrieren Geflüchtete in den regionalen Arbeitsmarkt"" beantragen|20.01.2025 00:48|B100019.OD.104096507|Förderportal Z-EU-S|https://www.foerderportal-zeus.de/
B100019.LB.103963666|99400056017000|Außer Kraft - ESF Plus-Bundesprogramm ""Rat geben - Ja zur Ausbildung!"" Bewilligung|Förderung aus dem ESF Plus-Programm ""Rat geben - Ja zur Ausbildung!"" beantragen|20.01.2025 00:48|B100019.OD.104096507|Förderportal Z-EU-S|https://www.foerderportal-zeus.de/
B100019.LB.103963669|99400057017000|Außer Kraft - ESF Plus-Programm ""KOMPASS (Kompakte Hilfe für Soloselbstständige)"" Bewilligung|Förderung aus dem ESF Plus-Programm ""KOMPASS - Kompakte Hilfe für Soloselbstständige"" beantragen|20.01.2025 00:48|B100019.OD.104096507|Förderportal Z-EU-S|https://www.foerderportal-zeus.de/
B100019.LB.103963671|99400058017000|Außer Kraft - ESF Plus-Bundesprogramm ""INQA Coaching"" Bewilligung|Förderung aus dem ESF Plus-Programm ""INQA-Coaching"" beantragen|20.01.2025 00:48|B100019.OD.104096507|Förderportal Z-EU-S|https://www.foerderportal-zeus.de/
B100019.LB.103963677|99400060017000|Außer Kraft - ESF Plus-Bundesprogramm ""Integration durch Qualifizierung (IQ)"" Bewilligung|Förderung aus dem ESF Plus-Programm ""Integration durch Qualifizierung (IQ)"" beantragen|20.01.2025 00:48|B100019.OD.104096507|Förderportal Z-EU-S|https://www.foerderportal-zeus.de/
B100019.LB.103990421|99400062017000|ESF Plus-Programm des Bundes Bildung, Wirtschaft, Arbeit im Quartier - BIWAQ Bewilligung|Förderung aus dem ESF Plus-Programm ""Bildung, Arbeit, Wirtschaft im Quartier - BIWAQ"" beantragen|20.01.2025 00:48|B100019.OD.104096507|Förderportal Z-EU-S|https://www.foerderportal-zeus.de/
B100019.LB.103990488|99080110023000|dipul - Digitale Plattform Unbemannte Luftfahrt Auskunft|Informationen aus dem dipul-Portal (Digitale Plattform Unbemannte Luftfahrt) erhalten|20.01.2025 00:48|B100019.OD.104579289|Digitale Plattform Unbemannte Luftfahrt|https://www.dipul.de/
B100019.LB.104053221|99078020261000|Anzeige der Verwendung des Biosiegels Entgegennahme|Verwendung des Bio-Siegels anzeigen|20.01.2025 00:48|B100019.OD.104579265|Bio-Siegel-Datenbank|https://intranet.biosiegel.de/?anmelden=null
B100019.LB.104102356|99400099017000|Außer Kraft - ESF Plus-Bundesprogramm ""JUGEND STÄRKEN: Brücken in die Eigenständigkeit (JUST BEst)"" Bewilligung|Förderung aus dem ESF Plus-Programm ""JUGEND STÄRKEN - Brücken in die Eigenständigkeit"" beantragen|20.01.2025 00:48|B100019.OD.104096507|Förderportal Z-EU-S|https://www.foerderportal-zeus.de/
B100019.LB.104107138|99111050261000|Meldung des Verdachts einer Berufskrankheit Entgegennahme|Verdacht auf eine Berufskrankheit bei der gesetzlichen Unfallversicherung melden|20.01.2025 00:48|B100019.OD.106545167|Verdacht auf eine Berufskrankheit als Unternehmerin oder Unternehmer online melden|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-80
B100019.LB.104107138|99111050261000|Meldung des Verdachts einer Berufskrankheit Entgegennahme|Verdacht auf eine Berufskrankheit bei der gesetzlichen Unfallversicherung melden|20.01.2025 00:48|B100019.OD.106545168|Verdacht auf eine Berufskrankheit als Versicherte oder Versicherter online melden|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-290
B100019.LB.104107140|99111051261000|Meldung über Aufwendungen für Sachschäden sowie die Ausgaben bei Nothilfe Entgegennahme|Leistungen aus der gesetzlichen Unfallversicherung und Aufwendungen für Sachschäden bei Nothilfe melden|20.01.2025 00:48|B100019.OD.106353218|Leistungen aus der gesetzlichen Unfallversicherung und Aufwendungen für Sachschäden bei Nothilfe online melden|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-120
B100019.LB.104107172|99159003006000|Einreichung elektronischer Unterlagen im Zusammenhang EIGV mit VV BAU/ VV BAUSTE Genehmigung|Unterlagen für die Überwachung der Erstellung und für Inbetriebnahmeverfahren im Eisenbahnsektor elektronisch beim Eisenbahn-Bundesamt einreichen|20.01.2025 00:48|B100019.OD.106527015|e-Service-Portal des Eisenbahn-Bundesamts|https://antrag-gbbmvi.bund.de/web/eba
B100019.LB.104187806|99159013001000|Planungsrechtliche Zulassungsentscheidung Erteilung|Planungsrechtliche Zulassung für Betriebsanlagen der Eisenbahnen des Bundes beantragen|20.01.2025 00:48|B100019.OD.106732600|Antrags- und Beteiligungsportal für Verkehr und Offshore-Vorhaben|https://beteiligung.bund.de
B100019.LB.104921750|99096003047000|Flaggenzertifikat Rückforderung|Flaggenzertifikat für Sportboot zurückgeben|20.01.2025 00:48|B100019.OD.103404583|Flaggenzertifikat online beantragen|https://www.bsh.de/DE/THEMEN/Schifffahrt/Sportschifffahrt/Flaggenzertifikate/flaggenzertifikate_node.html
B100019.LB.105318912|99155009000000|09. Europäisches Verbraucherzentrum Deutschland|Europäisches Verbraucherzentrum Deutschland|20.01.2025 00:48|||
B100019.LB.105608509|99114060017000|Zuschuss zu den Aufwendungen einer privaten oder freiwilligen Krankenversicherung Bewilligung|Zuschuss zur privaten oder freiwilligen Krankenversicherung beantragen|20.01.2025 00:48|B100019.OD.103990419|Online-Dienste der Deutschen Rentenversicherung|https://www.deutsche-rentenversicherung.de/DRV/DE/Online-Dienste/online-dienste_node.html
B100019.LB.105905213|99111052017000|Rente für gesetzlich Unfallversicherte nach Abfindung mit einer Gesamtvergütung Bewilligung|Nach einer Rente als Gesamtvergütung eine laufende Rentenzahlung beantragen|20.01.2025 00:48|B100019.OD.106311929|Nach einer Rente als Gesamtvergütung eine laufende Rentenzahlung online beantragen|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-170
B100019.LB.106545186|99030024001000|Zulassung von Aufzügen und öffentlichen Versammlungen im befriedeten Bezirk Erteilung|Zulassung von Versammlungen und Aufzügen unter freiem Himmel im befriedeten Bezirk beantragen|20.01.2025 00:48|B100019.OD.107197820|Zulassung von Versammlungen und Aufzügen unter freiem Himmel im befriedeten Bezirk online beantragen|https://www.bmi.bund.de/DE/service/kontakt/befriedeter-bezirk/befriedeter-bezirk-kontakt-node.html
B100019.LB.107396303|99400272269000|Verleihprogrammpreis - Auszeichnung für herausragende Verleiharbeit Auswahl|Für den Verleihprogrammpreis bewerben|20.01.2025 00:48|B100019.OD.107396318|Online für den Verleihprogrammpreis bewerben|https://verwaltung.bund.de/leistungsbeantragung/102583835
B100019.LB.574711|99007002017000|Ausbildungsgeld Bewilligung|Ausbildungsgeld beantragen|20.01.2025 00:48|B100019.OD.105136908|Berufliche Rehabilitation durch die Bundesagentur für Arbeit|https://www.arbeitsagentur.de/menschen-mit-behinderungen/berufliche-rehabilitation
B100019.LB.574724|99007004017000|Berufsausbildungsbeihilfe Bewilligung|Berufsausbildungsbeihilfe beantragen|20.01.2025 00:48|B100019.OD.103404560|Online-Antrag der Bundesagentur für Arbeit für die Berufsausbildungsbeihilfe|https://www.arbeitsagentur.de/bildung/ausbildung/berufsausbildungsbeihilfe-bab
B100019.LB.574730|99007005017000|Gründungszuschuss Bewilligung|Gründungszuschuss beantragen|20.01.2025 00:48|B100019.OD.105136907|Gründungszuschuss beantragen|https://www.arbeitsagentur.de/arbeitslosengeld/gruendungszuschuss-beantragen
B100019.LB.574959|99011002007000|Teilnahme am Integrationskurs Zulassung|Zulassung zum Integrationskurs beantragen|20.01.2025 00:48|B100019.OD.105697009|Zulassung zum Integrationskurs online beantragen|https://verwaltung.bund.de/leistungsverzeichnis/DE/leistung/LeiKa/574959/00
B100019.LB.575150|99005004023000|Erstzulassung (national), mit Bescheidabschluss Auskunft|Auskünfte zu Arzneimitteln zur Anwendung bei Menschen, die in Deutschland zugelassen oder registriert sind und zu immunologischen Arzneimitteln zur Anwendung bei Tieren anfordern|20.01.2025 00:48|||
B100019.LB.575204|99011006001000|Zustimmung zur Beschäftigung ausländischer Arbeitnehmerinnen und Arbeitnehmer an Betriebe im Werksvertragsverfahren Erteilung|Zustimmung der Bundesagentur für Arbeit zur Beschäftigung von ausländischen Arbeitskräften in Deutschland im Rahmen von Werkverträgen einholen|20.01.2025 00:48|B100019.OD.104902041|Werkvertragsverfahren: Zustimmung der Bundesagentur für Arbeit online einholen|https://www.arbeitsagentur.de/unternehmen/arbeitskraefte/werkvertragsverfahren
B100019.LB.575423|99015008017000|Leistungen zur Teilhabe am Arbeitsleben Bewilligung|Leistungen zur Teilhabe am Arbeitsleben bei der Bundesagentur für Arbeit beantragen|20.01.2025 00:48|B100019.OD.105136908|Berufliche Rehabilitation durch die Bundesagentur für Arbeit|https://www.arbeitsagentur.de/menschen-mit-behinderungen/berufliche-rehabilitation
B100019.LB.575543|99019008012000|vorgesehen zum Löschen - Bildungsgutschein Ausstellung|Bildungsgutschein beantragen|20.01.2025 00:48|||
B100019.LB.575549|99019009017000|Bildungskredit Bewilligung|Bildungskredit beantragen|20.01.2025 00:48|B100019.OD.103404525|Online-Antrag für den Bildungskredit auf der Internetseite des Bundesverwaltungsamtes|https://bildungskreditonline.bva.bund.de/
B100019.LB.575850|99022001047000|Ausbildungsförderung Rückzahlung|BAföG-Darlehen zurückzahlen|20.01.2025 00:48|B100019.OD.103408380|Link Onlineverfahren|https://www.bafoegonline.bva.bund.de/bafoeg-bo/app/flow/anmeldenFlow?execution=e1s1
B100019.LB.576809|99037003058000|Online-Zeitsynchronisation von entfernten Rechneruhren Durchführung|Zeitsynchronisation von Rechnern durchführen|20.01.2025 00:48|||
B100019.LB.576842|99038001017000|Arbeitslosengeld Bewilligung|Arbeitslosengeld beantragen|20.01.2025 00:48|B100019.OD.103404562|Online-Antrag der Bundesagentur für Arbeit auf Arbeitslosengeld|https://www.arbeitsagentur.de/arbeitslos-melden
B100019.LB.576848|99038002017000|Insolvenzgeld Bewilligung|Insolvenzgeld beantragen|20.01.2025 00:48|B100019.OD.103739565|eServices-Portal der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/eservices
B100019.LB.576854|99038003017000|Kurzarbeitergeld Bewilligung|Kurzarbeitergeld beantragen|20.01.2025 00:48|B100019.OD.103739565|eServices-Portal der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/eservices
B100019.LB.576854|99038003017000|Kurzarbeitergeld Bewilligung|Kurzarbeitergeld beantragen|20.01.2025 00:48|B100019.OD.103739568|KEA - Kurzarbeitergeld-Dokumente elektronisch annehmen|https://www.arbeitsagentur.de/unternehmen/finanziell/kea
B100019.LB.576863|99038004017001|Zuschuss-Wintergeld Bewilligung|Zuschuss-Wintergeld als ergänzende Leistung anstatt Saison-Kurzarbeitergeld beantragen|20.01.2025 00:48|B100019.OD.103739565|eServices-Portal der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/eservices
B100019.LB.576863|99038004017001|Zuschuss-Wintergeld Bewilligung|Zuschuss-Wintergeld als ergänzende Leistung anstatt Saison-Kurzarbeitergeld beantragen|20.01.2025 00:48|B100019.OD.103739568|KEA - Kurzarbeitergeld-Dokumente elektronisch annehmen|https://www.arbeitsagentur.de/unternehmen/finanziell/kea
B100019.LB.576866|99038004017002|Mehraufwands-Wintergeld Bewilligung|Mehraufwands-Wintergeld als ergänzende Leistung zum Saison-Kurzarbeitergeld beantragen|20.01.2025 00:48|B100019.OD.103739565|eServices-Portal der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/eservices
B100019.LB.576866|99038004017002|Mehraufwands-Wintergeld Bewilligung|Mehraufwands-Wintergeld als ergänzende Leistung zum Saison-Kurzarbeitergeld beantragen|20.01.2025 00:48|B100019.OD.103739568|KEA - Kurzarbeitergeld-Dokumente elektronisch annehmen|https://www.arbeitsagentur.de/unternehmen/finanziell/kea
B100019.LB.576986|99041008017000|Kindergeld Bewilligung|Kindergeld beantragen|20.01.2025 00:48|B100019.OD.103404573|Kindergeld-Antrag ab Geburt|https://web.arbeitsagentur.de/opal/kgo-antraggeburt-ui/auswahl
B100019.LB.577047|99045003109001|Standortregister über gentechnisch veränderte Organismen Einsicht gewähren öffentlicher Teil|Standortregister für gentechnisch veränderte Organismen (öffentlicher Teil) einsehen|20.01.2025 00:48|||
B100019.LB.577649|99049001001000|Führungszeugnis Erteilung|Führungszeugnis beantragen|20.01.2025 00:48|B100019.OD.103664010|Online-Portal des Bundesamts für Justiz|https://www.fuehrungszeugnis.bund.de/
B100019.LB.577737|99003015022000|Mitnahme von Betäubungsmitteln bei Auslandsreisen Bescheinigung|Bescheinigung für die Mitnahme von Betäubungsmitteln bei Auslandsreisen erhalten|20.01.2025 00:48|||
B100019.LB.577922|99052002109000|Gewerbezentralregister Einsicht gewähren|Auskunft aus dem Gewerbezentralregister beantragen|20.01.2025 00:48|B100019.OD.103462901|Online-Portal des Bundesamts für Justiz für die Auskunft aus dem Gewerbezentralregister|https://www.bundesjustizamt.de/DE/Themen/Buergerdienste/GZR/GZR_node.html
B100019.LB.578100|99050020107000|Lizenz für Postdienstleistungen Vergabe|Erlaubnis zur gewerblichen Postbeförderung beantragen|20.01.2025 00:48|||
B100019.LB.578614|99062001006000|Verwendung des Bundesadlers Genehmigung|Genehmigung für die Verwendung des Bundesadlers erhalten|20.01.2025 00:48|B100019.OD.103404579|Online-Antrag im Bundesportal|https://verwaltung.bund.de/leistungsbeantragung/578614
B100019.LB.579051|99069002124000|Jugendgefährdende Medien Indizierung|Indizierung eines jugendgefährdenden Mediums anregen oder beantragen|20.01.2025 00:48|||
B100019.LB.579278|99070003041000|Verfahren vor der Kartellbehörde Einleitung|Preisabsprachen und andere wettbewerbsbeschränkende Vereinbarungen zwischen Unternehmen melden|20.01.2025 00:48|||
B100019.LB.579296|99070006029000|Zusammenschluss von Unternehmen Prüfung|Prüfung des beabsichtigten Zusammenschlusses zweier Unternehmen beantragen|20.01.2025 00:48|||
B100019.LB.579519|99077001012000|Bescheinigung nach Filmförderungsgesetz / Ursprungszeugnis Ausstellung|Bescheinigung nach Filmförderungsgesetz und/oder Ursprungszeugnis beantragen|20.01.2025 00:48|||
B100019.LB.579649|99077008080000|Projektförderung der Videowirtschaft Gewährung|Videoförderung beantragen|20.01.2025 00:48|||
B100019.LB.579695|99077013012000|vorläufige Projektbescheinigung nach Filmförderungsgesetz Ausstellung|Vorläufige Projektbescheinigung nach Filmförderungsgesetz beantragen|20.01.2025 00:48|||
B100019.LB.579864|99081001060000|Schutz als Marke Eintragung|Marke anmelden|20.01.2025 00:48|B100019.OD.103786174|Software ""DPMAdirektPro"" zum Herunterladen auf der Internetseite des DPMA|https://www.dpma.de/service/elektronische_anmeldung/dpmadirekt/index.html
B100019.LB.579864|99081001060000|Schutz als Marke Eintragung|Marke anmelden|20.01.2025 00:48|B100019.OD.103786191|Markenanmeldung mit DPMAdirektWeb|https://direkt.dpma.de/marke/
B100019.LB.579878|99081001020000|Schutz als Marke Verlängerung|Markenschutz verlängern|20.01.2025 00:48|||
B100019.LB.580190|99085005012000|Reiseausweis Ausstellung|Reiseausweis als Passersatz für den Notfall beantragen|20.01.2025 00:48|B100019.OD.103473200|Ersatzpapiere beantragen auf der Internetseite der Bundespolizei|https://www.bundespolizei.de/Web/DE/01Sicher-auf-Reisen/06Passrechtliche-Hinweise/01Ersatzpapiere-beantragen/Ersatzpapiere-beantragen_node.html
B100019.LB.580549|99090004007000|Kontrollstellen im ökologischen Landbau Zulassung|Zulassung einer Kontrollstelle für den ökologischen Landbau beantragen|20.01.2025 00:48|||
B100019.LB.580587|99092004029000|Patentfähigkeit der Erfindung, Prüfung der Patentanmeldung|Patent anmelden|20.01.2025 00:48|B100019.OD.103786174|Software ""DPMAdirektPro"" zum Herunterladen auf der Internetseite des DPMA|https://www.dpma.de/service/elektronische_anmeldung/dpmadirekt/index.html
B100019.LB.580632|99093005006000|Ein- und Ausfuhr geschützter Pflanzen- und Tierarten Genehmigung|Ein- und Ausfuhr geschützter Pflanzen- und Tierarten, Genehmigung beantragen|20.01.2025 00:48|B100019.OD.103462902|Beantragung einer CITES-Genehmigung (Online)|https://www.cites-online.de/cites/content.do?%24csrf=D14KZZFJYEU4M2TYQ284AJ0BC
B100019.LB.580698|99093014001000|Sortenzulassung nach SaatG Erteilung|Zulassung einer neuen Pflanzensorte beantragen|20.01.2025 00:48|B100019.OD.107555371|Zulassung einer neuen Pflanzensorte online beantragen|https://www.bundessortenamt.de/bsa/form_sz
B100019.LB.580704|99093014020000|Sortenzulassung nach SaatG Verlängerung|Verlängerung einer zugelassenen Sorte beantragen|20.01.2025 00:48|B100019.OD.107555384|Verlängerung einer zugelassenen Sorte online beantragen|https://www.bundessortenamt.de/bsa/form-verlaengerung
B100019.LB.580781|99096003012000|Flaggenzertifikat Ausstellung|Flaggenzertifikat für Sportboote beantragen|20.01.2025 00:48|B100019.OD.103404583|Flaggenzertifikat online beantragen|https://www.bsh.de/DE/THEMEN/Schifffahrt/Sportschifffahrt/Flaggenzertifikate/flaggenzertifikate_node.html
B100019.LB.580784|99096003020000|Flaggenzertifikat Verlängerung|Flaggenzertifikat für Sportboote verlängern|20.01.2025 00:48|B100019.OD.103404583|Flaggenzertifikat online beantragen|https://www.bsh.de/DE/THEMEN/Schifffahrt/Sportschifffahrt/Flaggenzertifikate/flaggenzertifikate_node.html
B100019.LB.581183|99100035140000|Ergebnisse der Bundesstatistiken Veröffentlichung|Ergebnisse der Bundesstatistik einsehen|20.01.2025 00:48|||
B100019.LB.581243|99102001080000|Anmeldung Ausfuhrerstattung Gewährung|Ausfuhrerstattung für landwirtschaftliche Erzeugnisse aus der Europäischen Union (EU) beantragen|20.01.2025 00:48|||
B100019.LB.581326|99102007008000|Gültigkeit einer ausländischen Umsatzsteuer-Identifikationsnummer nach § 18e UStG Bestätigung|Umsatzsteuer-Identifikationsnummern bestätigen lassen|20.01.2025 00:48|B100019.OD.103462903|Online-Formular: Bestätigung von ausländischen Umsatzsteuer-Identifikationsnummern|https://evatr.bff-online.de/eVatR/index_html
