Name,ID-LB,ARS,Eligibility Requirements,Legal Basis
Bildungspaket - Kostenerstattung für Mittagsverpflegung in der Schule,S100002.LB.S1000020010000006114,020000000000,"Schüler unter 25 Jahren, die oder deren Eltern Bezieher von Arbeitslosengeld II, Sozialgeld, Leistungen nach dem Sozialgesetzbuch XII (Sozialhilfe, Grundsicherung), Leistungen im Rahmen der Paragrafen 2 oder 3 des Asylbewerberleistungsgesetzes, Wohngeld oder Kinderzuschlag nach dem Bundeskindergeldgesetz sind (Altersgrenze v. 25 J. entfällt für Bezieher nach SGB XII u. AsylbLG)
Besuch einer allgemein- oder berufsbildenden Schule mit Mittagessenangebot 
kein Erhalt einer Ausbildungsvergütung",nicht angegeben
Sozialhilfe; Beantragung von Altenhilfe,L100042.LB.26944,090000000000,"Die Altenhilfe wird bei altersbedingtem und ggf. finanziellem Hilfebedarf gewährt.
Die Altenhilfe in Form von Beratung und Unterstützung wird ohne Rücksicht auf Einkommen und Vermögen gewährt werden, wenn sie erforderlich ist.
Sonstige Leistungen, wie z. B. Sach- und Geldleistungen werden im Rahmen der Altenhilfe nur gewährt, wenn das Einkommen des alten Menschen die Einkommensgrenze nach §§ 85 ff. Sozialgesetzbuch XII (Grundbetrag in Höhe des Zweifachen der Regelbedarfsstufe 1 + 70 % der Regelbedarfsstufe 1 für weitere Familienmitglieder + Kosten der Unterkunft in angemessenem Umfang) nicht überschreitet und kein ausreichendes Vermögen vorhanden ist.",§ 71 Sozialgesetzbuch XII  (SGB XII)<>http://www.gesetze-im-internet.de/sgb_12/__71.html
Schuldner- und Insolvenzberatung,L100108.LB.L100108.327302,110000000000,"Überschuldung bzw. Zahlungsunfähigkeit vorhanden oder drohtSie sind nicht mehr in der Lage, mit Einkommen und vorhandenem Vermögen die Lebenshaltungskosten zu decken sowie fällige Raten und Rechnungen zu bezahlen.",Insolvenzordnung (InsO)<>https://www.gesetze-im-internet.de/inso/|Gesetz zur Ausführung der Insolvenzordnung (AG InsO) des Landes Berlin<>https://www.berlin.de/sen/soziales/service/berliner-sozialrecht/kategorie/rechtsvorschriften/aginso-573409.php|Sozialgesetzbuch Zweites Buch (SGB II) § 16a Nr. 2<>https://www.gesetze-im-internet.de/sgb_2/__16a.html|Sozialgesetzbuch Zwölftes Buch (SGB XII) § 11 (5)<>https://www.gesetze-im-internet.de/sgb_12/__11.html|Gesetz zur Reform des Kontopfändungsschutzes<>https://www.bgbl.de/xaver/bgbl/start.xav?startbk=Bundesanzeiger_BGBl&start=//*%255B@attr_id=%27bgbl109s1707.pdf%27%255D#__bgbl__%2F%2F*%5B%40attr_id%3D%27bgbl109s1707.pdf%27%5D__1519631125753|Zivilprozessordnung (ZPO) § 835 (5)<>https://www.gesetze-im-internet.de/zpo/__835.html
"Infektionsschutz, Entschädigung für Verdienstausfälle aufgrund von Quarantäne",L100009.LB.6002139,140000000000,"Verdienstausfall wegen einer Quarantäne nach Infektionsschutzgesetz (IfSG)
Eine Entschädigung kann nicht gezahlt werden:

für die Zeit einer Arbeitsunfähigkeit
für Auszubildende, die aus einem in ihrer Person liegenden Grund unverschuldet verhindert sind, ihre Pflichten aus dem Berufsausbildungsverhältnis zu erfüllen (gemäß § 19 Absatz 1 Ziffer 2 Buchstabe b BBiG)
wenn durch die Inanspruchnahme einer Schutzimpfung die Absonderung hätte vermieden werden können
wenn durch Nichtantritt einer vermeidbaren Reise in ein bereits zum Zeitpunkt der Abreise eingestuftes Risikogebiet eine Absonderung hätte vermieden werden können.","Gesetz zur Verhütung und Bekämpfung von Infektionskrankheiten beim Menschen (Infektionsschutzgesetz, IfSG)<>http://www.gesetze-im-internet.de/ifsg/index.html"
Bildungspaket - Kostenerstattung für Schulbedarf für Schüler (Bezieher von Leistungen bei den Grundsicherungsstellen),S100002.LB.S1000020010000006167,020000000000,"Schüler unter 25 Jahren, die oder deren Eltern Bezieher von Leistungen nach dem Sozialgesetzbuch XII (Sozialhilfe, Grundsicherung) sind
Besuch einer allgemein- oder berufsbildenden Schule, auch Vorschule
kein Erhalt einer Ausbildungsvergütung",nicht angegeben
"Infektionsschutz, Entschädigung für Verdienstausfälle aufgrund von Kinderbetreuung",L100009.LB.6001601,140000000000,"Die Kinderbetreuung in einer öffentlichen Einrichtung ist aus Infektionsschutzgründen nicht möglich.
Antragsberechtigte

Erwerbstätige mit Kindern bis 12 Jahre
Erwerbstätige mit Kindern, die behindert und hilfebedürftig sind

Weitere Voraussetzungen

Eine andere Betreuung (z. B. durch den anderen Elternteil oder die Notbetreuung in den Einrichtungen) ist nicht möglich.
Infrage kommende Betreuungspersonen gehören einer Risikogruppe an (insbesondere ältere und gesundheitlich vorbelastete Menschen).
Alle anderen Möglichkeiten, der Tätigkeit vorübergehend bezahlt fernzubleiben, sind ausgeschöpft z.B. durch Abbau von Zeitguthaben und Resturlaub (der Erholungsurlaub des laufenden Jahres muss nicht in Anspruch genommen werden).
Die Einrichtung ist nicht regulär geschlossen (z. B. während der Ferien)
Die oder der Erwerbstätige hatte keinen anderweitigen Anspruch auf Entgeltfortzahlung.


Hinweis: Ansprüche auf Kurzarbeitergeld haben Vorrang.","Gesetz zur Verhütung und Bekämpfung von Infektionskrankheiten beim Menschen (Infektionsschutzgesetz, IfSG)<>http://www.gesetze-im-internet.de/ifsg/index.html"
Leistungen zur Eingliederung von Selbständigen beantragen,B100019.LB.102713862,000000000000,"Um die Leistungen bekommen zu können, müssen folgende Voraussetzungen gegeben sein:  Sie beziehen Arbeitslosengeld II (Hartz IV). Sie wollen sich selbständig machen oder sind bereits selbständig tätig, das bedeutet  Sie arbeiten im eigenen Namen und auf eigene Rechnung und Sie tragen das wirtschaftliche Risiko ihrer Tätigkeit (Unternehmerrisiko).   Die Selbständigkeit muss Ihr Hauptberuf sein, das bedeutet  Sie arbeiten mindestens 15 Stunden pro Woche selbständig und Sie können innerhalb eines angemessenen Zeitraums Ihren Lebensunterhalt ganz oder zu einem erheblichen Teil mit Ihren erzielten Einnahmen bestreiten.   Sie müssen persönlich geeignet sein, eine selbständige Tätigkeit erfolgreich auszuüben. Dafür müssen Sie nachweisen, dass Sie über die Kenntnisse und Fähigkeiten verfügen, die Sie für die Selbständigkeit benötigen, zum Beispiel durch  Nachweise Ihrer fachlichen und unternehmerischen Qualifikation, Berufserfahrung oder die Teilnahme an Maßnahmen, die Sie auf die Existenzgründung vorbereiten.   Ihre selbständige Tätigkeit muss wirtschaftlich tragfähig sein, das bedeutet  Ihr Geschäftsmodell muss so ausgearbeitet und durchdacht sein, dass Ihre Existenzgründung langfristig erfolgreich sein kann Die Tragfähigkeit Ihrer selbständigen Tätigkeit ist durch eine fachkundige Stellungnahme zu belegen. Fachkundige Stellen können Kammern, Fachverbände oder Gründerinitiativen sein. Ihr Jobcenter benennt Ihnen die für Sie zuständige fachkundige Stelle in Ihrer Region. Üblicherweise müssen Sie dort detaillierte Unterlagen vorlegen (s. Punkt ""erforderliche Unterlagen"" oben).   Die Sachgüter, die Sie anschaffen möchten, müssen angemessen und notwendig für Ihre Arbeit sein. Andere Finanzierungsquellen scheiden aus, zum Beispiel spezielle Bundes- und Landesprogramme, lokale Wirtschaftsförderung oder Mikrokredite Die Förderung muss dem EU-Beihilferecht (De-minimis-Regelung) entsprechen.",§ 16c Sozialgesetzbuch Zweites Buch (SGB II)<>https://www.gesetze-im-internet.de/sgb_2/__16c.html
Übernahme der Bestattungskosten beantragen / Bremerhaven,S100003.LB.S1000030002382421,040120000000,"Sie sind dazu verpflichtet, die Bestattungskosten zu tragen.
Weder der Nachlass der verstorbenen Person noch andere durch das Ableben zugeflossene Mittel, wie die Auszahlungen aus Versicherungen, decken die Bestattungskosten.
Sie können die Kosten nicht oder nicht vollständig aus eigenen Mitteln tragen oder die Übernahme der Bestattungskosten ist ihnen nicht oder nicht in voller Höhe zuzumuten.
Die Kosten für die Bestattung sind angemessen.",§ 74 Zwölftes Buch Sozialgesetzbuch (SGB XII)<>https%3A%2F%2Fdejure.org%2Fgesetze%2FSGB_XII%2F74.html
Bildung und Teilhabe: Leistungen beantragen,L100002.LB.3bbb2e3b8753c5e29ff43698786aa337,050000000000,"Anspruch auf Leistungen haben Kinder, Jugendliche und junge Erwachsene bis zur Vollendung des 25. Lebensjahres, wenn die Eltern / Erziehungsberechtigten oder sie selbst (ab Vollendung des 18. Lebensjahres)eine der folgenden Leistungen beziehen: Bürgergeld oder Sozialgeld, Sozialhilfe oder Grundsicherung bei Erwerbsminderung, Wohngeld, Kinderzuschlag, Asylbewerberleistungen.Altersobergrenze für Leistungen zum Mitmachen in Kultur, Sport und Freizeit: Vollendung des 18. Lebensjahres.",§ 6b Bundeskindergeldgesetz (BKGG)<>http://www.gesetze-im-internet.de/bkgg_1996/__6b.html|§§ 34 f. Sozialgesetzbuch Zwölftes Buch (SGB XII)<>http://www.gesetze-im-internet.de/sgb_12/BJNR302300003.html#BJNR302300003BJNG003600308|§§ 28 f. Sozialgesetzbuch Zweites Buch (SGB II)<>http://www.gesetze-im-internet.de/sgb_2/BJNR295500003.html#BJNR295500003BJNG000902308|§ 3 Asylbewerberleistungsgesetz (AsylbLG)<>http://www.gesetze-im-internet.de/asylblg/__3.html
Pass für Geringverdiener Erteilung,L100041.LB.101949007,120000000000,"Antragsberechtigt sind Sie in der Regel bei Bezug von  

Hilfe zum Lebensunterhalt oder Grundsicherung nach Sozialgesetzbuch XII
Arbeitslosengeld II oder Sozialgeld nach Sozialgesetzbuch II
Leistungen nach dem Asylbewerberleistungsgesetz
Leistungen nach dem Wohngeldgesetz

  weitere Voraussetzung:  

Sie haben Ihren Hauptwohnsitz in der Stadt oder Gemeinde, die den Pass für Geringverdiener ausstellt
Welche genauen Einkommensgrenzen gelten und welche weiteren Voraussetzungen Sie erfüllen müssen, erfahren Sie bei der zuständigen Stelle.",jeweilige kommunale Richtlinie zur Gewährung dieser freiwilligen Leistung
"Nachweise für Leistungen aus der Förderung von bedürftigen Kindern, Jugendlichen und jungen Erwachsenen zur Teilnahme an Bildungsangeboten",S100002.LB.S1000020010000012418,020000000000,"Antragsberechtigt sind Kinder und Jugendliche bis 25 Jahren,
	
die ihre Bildungs- und Teilhabebedarfe nicht aus eigenem Einkommen und Vermögen oder eigenem Einkommen und Vermögen der Familie decken können und die deshalb einen Anspruch haben auf 
		
Leistungen der Grundsicherung für Arbeitsuchende oder 
Sozialhilfe
Leistungen nach dem Asylbewerberleistungsgesetz 


oder deren Familien folgende Leistungen beziehen:
		
Kinderzuschlag oder
Wohngeld




Altersobergrenze für Leistungen zum Mitmachen in Kultur, Sport und Freizeit: 18 Jahre",https://www.gesetze-im-internet.de/sgb_2/__28.html<>https://www.gesetze-im-internet.de/sgb_2/__28.html|https://www.gesetze-im-internet.de/bkgg_1996/__6b.html<>https://www.gesetze-im-internet.de/bkgg_1996/__6b.html|https://www.gesetze-im-internet.de/sgb_12/__34.html<>https://www.gesetze-im-internet.de/sgb_12/__34.html|https://www.gesetze-im-internet.de/asylblg/__2.html<>https://www.gesetze-im-internet.de/asylblg/__2.html
Entschädigung bei Absonderung oder Tätigkeitsverbot beantragen,L100022.LB.6002813,080000000000,"Verdienstausfall wegen eines Tätigkeitsverbotes beziehungsweise einer Absonderung nach Infektionsschutzgesetz (IfSG)

Eine Entschädigung kann nicht gezahlt werden:

für die Zeit einer Krankschreibung oder Krankmeldung
für Auszubildende, die aus einem in ihrer Person liegenden Grund unverschuldet verhindert sind, ihre Pflichten aus dem Berufsausbildungsverhältnis zu erfüllen (gemäß § 19 Absatz 1 Ziffer 2 Buchstabe b BBiG)
bei fehlender Tarifregelung: für eine relativ unerhebliche Zeit des Tätigkeitsverbotes (nach § 616 BGB)
bei anderweitigem, entlohntem Einsatz im Betrieb
wenn die Möglichkeit bestand, den Verdienstausfall durch eine andere zumutbare Tätigkeit auszugleichen, z. B. im Homeoffice
bei vertraglichen oder tarifrechtlichen Verpflichtungen des Arbeitgebers zur Lohnfortzahlung",Infektionsschutzgesetz<>https://www.gesetze-im-internet.de/ifsg/|Fünftes Buch Sozialgesetzbuch<>https://www.gesetze-im-internet.de/sgb_5/|Berufsbildungsgesetz:<>https://www.gesetze-im-internet.de/bbig_2005/|Bürgerliches Gesetzbuch:<>https://www.gesetze-im-internet.de/bgb/index.html
Grundsicherung im Alter und bei dauerhafter Erwerbsminderung,S100003.LB.S1000030000091317,040110000000,"Erreichen des Rentenalters (Beginn des Rentenalters zwischen 65 und 67 Jahren ausgehend vom Geburtsjahrgang) oder
wenn eine unbefristete volle Erwerbsminderung vorliegt, die durch den Rententräger festgestellt wurde und Sie Volljährig (Vollendung des 18. Lebensjahres) sind und ihr Einkommen und Vermögen nicht ausreicht, um Ihren Lebensunterhalt zu sichern.",§§ 41 bis 46 Sozialgesetzbuch Zwölftes Buch (SGB XII)<>http%3A%2F%2Fwww.gesetze-im-internet.de%2Fsgb_12%2F__41.html
Insolvenzgeld beantragen,L100009.LB.6000032,140000000000,"Voraussetzung für einen Anspruch auf Insolvenzgeld ist das Vorliegen eines Insolvenzereignisses. Dies ist der Zeitpunkt, an dem

das Insolvenzverfahren über das Vermögen des Arbeitgebers eröffnet wird oder
der Antrag auf Eröffnung des Insolvenzverfahrens mangels Masse abgewiesen wird oder
die Betriebstätigkeit im Inland vollständig beendet wird, wenn bis zu diesem Zeitpunkt ein Antrag auf Eröffnung des Insolvenzverfahrens noch nicht gestellt worden ist und ein Insolvenzverfahren mangels Masse nicht in Betracht kommt.

Auch ausländische Insolvenzereignisse können einen Anspruch auf Insolvenzgeld begründen.

Hinweis: Anspruch auf Insolvenzgeld haben nur Arbeitnehmer, die im Inland beschäftigt waren. Dazu gehören auch Arbeitnehmer, die unter Weitergeltung des deutschen Sozialversicherungsrechts vorübergehend ins Ausland entsandt waren. Ein Anspruch auf Insolvenzgeld besteht auch für Heimarbeiter, beschäftigte Studenten und Schüler, Auszubildende sowie geringfügig Beschäftigte.

Das Bestehen eines sozialversicherungspflichtigen Beschäftigungsverhältnisses ist nicht erforderlich.",Sozialgesetzbuch Drittes Buch (SGB III)<>http://www.gesetze-im-internet.de/sgb_3/index.html
Schuldner und Insolvenzberatung,S100002.LB.S1000020010000012076,020000000000,"Die Beratungskosten werden übernommen für Personen, die

laufende existenzsichernde Leistungen nach SGB XII, § 2 AsylbLG, dem Bundesversorgungsgesetz oder den Anwendungsgesetzen beziehen,
nach dem Sozialgesetzbuch II (Grundsicherung für Arbeitsuchende) leistungsberechtigt sind,
ausschließlich Eingliederungshilfe nach §§ 53ff. SGB XII, Hilfe zur Pflege nach §§ 61ff. SGB XII oder Hilfe zur Überwindung besonderer sozialer Schwierigkeiten nach §§ 67ff. SGB XII erhalten,
bei denen jedoch aufgrund ihrer Schuldensituation die Inanspruchnahme von Leistungen zum Lebensunterhalt droht.


Wer über ausreichend eigene Mittel verfügt, muss sich angemessen an den Beratungskosten beteiligen oder bezahlt die Schuldnerberatung vollständig selbst.

Die Übernahme der Kosten hängt von der Höhe des Netto-Haushalts-Einkommens ab. Die Einkommensgrenzen sind dabei gestaffelt, so dass ab einer bestimmten Einkommenshöhe ein Eigenanteil von 180 Euro an die Beratungsstelle zu zahlen ist. Die restlichen Kosten übernimmt dann das zuständige Grundsicherungs- und Sozialamt beziehungsweise Jobcenter team.arbeit.hamburg.

Die offene Kurz- und Notfallberatung kann von allen Ratsuchenden (unabhängig von der Zielgruppe) kostenlos in Anspruch genommen werden",https://www.gesetze-im-internet.de/sgb_1/__14.html<>https://www.gesetze-im-internet.de/sgb_1/__14.html|https://www.gesetze-im-internet.de/sgb_2/__16a.html<>https://www.gesetze-im-internet.de/sgb_2/__16a.html|https://www.gesetze-im-internet.de/sgb_12/__11.html<>https://www.gesetze-im-internet.de/sgb_12/__11.html|https://www.gesetze-im-internet.de/gg/art_20.html<>https://www.gesetze-im-internet.de/gg/art_20.html|https://www.gesetze-im-internet.de/gg/art_28.html<>https://www.gesetze-im-internet.de/gg/art_28.html
Entschädigung nach dem Infektionsschutzgesetz für Verdienstausfälle sorgeberechtigter Personen beantragen,L100039.LB.230305153,070000000000,"Eltern haben Anspruch auf Entschädigung ihres Verdienstausfalls wegen Kinderbetreuung, wenn 

Sie Ihr Kind/ Ihre Kinder aufgrund der Schließung einer Betreuungseinrichtung oder Schule durch Behörden selbst betreuen 
Und Ihr Kind jünger als 12 Jahre alt ist oder eine Behinderung hat und auf Hilfe angewiesen ist
Und Sie einen Verdienstausfall haben
Und Sie für dieses Kind sorgeberechtigt sind
Und Sie keine anderweitige zumutbare Betreuungsmöglichkeit haben.",§ 56 Absatz 1a Gesetz zur Verhütung und Bekämpfung von Infektionskrankheiten beim Menschen (Infektionsschutzgesetz - IfSG)<>https://www.gesetze-im-internet.de/ifsg/__56.html
"Bildungspaket - Kostenerstattung für Kultur, Musik und Sport",S100002.LB.S1000020010000006117,020000000000,"Anspruch haben Kinder unter 18 Jahren, die oder deren Erziehungsberechtigte eine der folgenden Leistungen erhalten:

SGB II (Arbeitslosengeld II / Hartz IV / Sozialgeld)
SGB XII (Grundsicherung / Sozialhilfe)
§§ 2 oder 3 Asylbewerberleistungsgesetz
Wohngeld
Kinderzuschlag","§ 28 SGB II, § 34 SGB XII, §6b BkGG, § 3 AsylbLG"
Hilfe zum Lebensunterhalt nach SGB XII beantragen,L100009.LB.6000199,140000000000,"Betroffene haben Anspruch auf Hilfe zum Lebensunterhalt im Rahmen der Sozialhilfe wenn sie

ihren gewöhnlichen Aufenthaltsort in Deutschland haben und
wenn sie ihren Lebensunterhalt nicht oder nicht vollständig aus eigenen Kräften bestreiten können – insbesondere aus eigenem Einkommen und Vermögen oder mit Hilfe anderer (zum Beispiel der Verwandten).",Sozialgesetzbuch Zwölftes Buch (SGB XII)<>https://amt24.sachsen.de/fehler-link-nicht-gefunden
Sozialhilfe; Beantragung von Grundsicherung im Alter und bei Erwerbsminderung,L100042.LB.26261,090000000000,"Leistungsberechtigt sind Menschen mit gewöhnlichem Aufenthalt in Deutschland unter folgenden Voraussetzungen:
Erreichen der Altersgrenze der Regelaltersrente
oder
	dauerhaft volle Erwerbsminderung ab dem 18. Geburtstag, unabhängig von der jeweiligen Arbeitsmarktlage. Es ist nicht notwendig, dass bereits eine Erwerbsminderungsrente bezogen wird, die dauerhaft volle Erwerbsminderung kann auch von der Rentenversicherung im Auftrag des Sozialhilfeträgers festgestellt werden.
	Menschen mit Behinderungen gelten generell als voll erwerbsgemindert, solange sie das Eingangsverfahren oder den Berufsbildungsbereich einer Werkstatt für behinderte Menschen durchlaufen bzw. dort im Arbeitsbereich beschäftigt sind. 
undes ist keine Deckung des Lebensunterhalts aus eigenem Einkommen und Vermögen möglich. Auch das Einkommen und Vermögen des nicht getrenntlebenden Ehe- oder Lebenspartners wird angerechnet, wenn es dessen Eigenbedarf übersteigt,
undes gibt keine unterhaltspflichtigen Angehörigen mit einem jährlich zu versteuernden Gesamteinkommen über 100.000 EUR (sog. Unterhaltsregress). Bei einer Unterhaltspflicht von Eltern gegenüber ihrem Kind wird deren gemeinsames Einkommen betrachtet, bei Kindern gegenüber ihren Eltern gilt diese Einkommensgrenze für jedes einzelne Kind.
Nicht leistungsberechtigt sind Personen, die ihre Bedürftigkeit in den letzten 10 Jahren vorsätzlich oder grob fahrlässig herbeigeführt haben.",§§ 41 - 46b Sozialgesetzbuch XII (SGB XII)<>http://www.gesetze-im-internet.de/sgb_12/BJNR302300003.html#BJNR302300003BJNG000300000
Bildungspaket - Kostenerstattung für Ausflüge und Reisen mit Schulen und Kitas (Bezieher von Leistungen bei den Grundsicherungsstellen),S100002.LB.S1000020010000006164,020000000000,"Anspruch haben Kinder, die oder deren Eltern Bezieher von Leistungen nach dem Sozialgesetzbuch XII (Sozialhilfe, Grundsicherung) und 
eine Kindertageseinrichtung oder einen Hort besuchen bzw. bei Tageseltern versorgt werden oder
eine allgemein- oder berufsbildende Schule besuchen und
keine Ausbildungsvergütung erhalten",nicht angegeben
"Nachweise für Leistungen aus der Förderung von bedürftigen Kindern, Jugendlichen und jungen Erwachsenen zur Teilnahme an Bildungsangeboten sowie kulturellen und sozialen Angeboten erbringen, wenn die antragstellende Person ALG II bezieht",L100002.LB.9dee502baf807ac5dc05013426fca916,050000000000,"Antragsberechtigt sind Kinder und Jugendliche bis 25 Jahren,        die ihre Bildungs- und Teilhabebedarfe nicht aus eigenem Einkommen und Vermögen oder eigenem Einkommen und Vermögen der Familie decken können und die deshalb einen Anspruch haben auf       Leistungen der Grundsicherung für Arbeitsuchende oder  Sozialhilfe Leistungen nach dem Asylbewerberleistungsgesetz        oder deren Familien folgende Leistungen beziehen:      Kinderzuschlag oder Wohngeld     Altersobergrenze für Leistungen zum Mitmachen in Kultur, Sport und Freizeit: 18 Jahre",§§ 28 ff Sozialgesetzbuch Zweites Buch (SGB II)<>https://www.gesetze-im-internet.de/sgb_2/__28.html|§ 6b Bundeskindergeldgesetz (BKGG)<>https://www.gesetze-im-internet.de/bkgg_1996/__6b.html|§§ 34 f. Sozialgesetzbuch Zwölftes Buch (SGB XII)<>https://www.gesetze-im-internet.de/sgb_12/__34.html|§§ 2 und 3 Asylbewerberleistungsgesetz (AsylbLG)<>https://www.gesetze-im-internet.de/asylblg/__2.html
Entschädigung nach dem Infektionsschutzgesetz Gewährung für Ersatz nicht gedeckter Betriebsausgaben,L100038.LB.211556329,160000000000,"Bei Quarantäne oder Tätigkeitsverbot haben Sie Anspruch auf Entschädigung der weiterlaufenden nicht gedeckten Betriebsausgaben, wenn

Sie selbstständig sind
Ihr Betrieb oder Ihre Praxis während des Tätigkeitsverbots oder der Quarantäne ruht und 
Sie Anspruch auf Entschädigung Ihres Verdienstausfalls haben.",§ 56 Absatz 4 Satz 2 Gesetz zur Verhütung und Bekämpfung von Infektionskrankheiten beim Menschen (Infektionsschutzgesetz - IfSG)<>https://www.gesetze-im-internet.de/ifsg/__56.html
Bildungspaket - Kostenerstattung für Reisen mit Schulen und Kitas (Bezieher von Bürgergeld),S100002.LB.S1000020010000006194,020000000000,"- Anspruch haben Kinder unter 25 Jahren, die oder deren Eltern Bezieher von Bürgergeld und Sozialgeld sind und
   - eine Kindertageseinrichtung oder einen Hort besuchen bzw. bei Tageseltern versorgt werden oder
   - eine allgemein- oder berufsbildende Schule besuchen und
   - keine Ausbildungsvergütung erhalten",nicht angegeben
Kostenübernahme bei Teilnahme an einer Arbeitserprobung oder Abklärung der beruflichen Eignung bekommen,B100019.LB.102730344,000000000000,"Sie haben eine Behinderung und Ihr zuständiger Rehabilitationsträger ist die Bundesagentur für Arbeit. Damit Sie die oben beschriebenen Leistungen bei Arbeitserprobung/Abklärung der beruflichen Eignung erhalten können, müssen Sie mit Ihrer Beraterin/Ihrem Berater die Teilnahme an einer durch die Agentur für Arbeit geförderten Diagnosemaßnahme vereinbart haben.",§ 49 Absatz 4 Satz 2 Sozialgesetzbuch Neuntes Buch (SGB IX)<>https://www.gesetze-im-internet.de/sgb_9_2018/__49.html|§ 112 Absatz 2 Satz 2 Sozialgesetzbuch Drittes Buch (SGB III)<>https://www.gesetze-im-internet.de/sgb_3/__112.html
Grundsicherung im Alter und bei Erwerbsminderung (Sozialhilfe),L100040.LB.8664880,030000000000,"Die antragsabhängigen Leistungen der Grundsicherung im Alter und bei Erwerbsminderung stehen bedürftigen Personen zu, die ihren notwendigen Lebensunterhalt nicht oder nicht ausreichend aus Einkommen und Vermögen bestreiten können und entweder

die Altersgrenze (§ 41 SGB XII) erreicht haben oder
das 18. Lebensjahr vollendet haben und dauerhaft voll erwerbsgemindert nach § 43 Abs. 2 SGB VI sind oder
das 18. Lebensjahr vollendet haben und
in einer Werkstatt für behinderte Menschen oder anderer Leistungsträger das Eingangsverfahren und den Berufsbildungsbereich durchlaufen oder in einem Ausbildungsverhältnis stehen, für das sie ein Budget für Ausbildung erhalten.

Sozialhilfe ist eine nachrangige Leistung, die Personen erhalten, die sich nicht selbst helfen können. Ansprüche gegen Dritte – insbesondere Unterhaltsansprüche – sind grundsätzlich vorrangig zu verfolgen. Werden sie nicht rechtzeitig erfüllt und muss deswegen die Sozialhilfe eintreten, gehen die Ansprüche unter bestimmten Voraussetzungen auf die zuständige Stelle über, welche sie dann ihrerseits geltend machen kann.",Sozialgesetzbuch (SGB) Zwölftes Buch (XII) - Sozialhilfe (SGB XII)<>http://www.gesetze-im-internet.de/sgb_12/index.html
Entschädigung nach dem Infektionsschutzgesetz für nicht gedeckter Betriebsausgaben beantragen,L100039.LB.230305154,070000000000,"Bei Quarantäne oder Tätigkeitsverbot haben Sie Anspruch auf Entschädigung der weiterlaufenden nicht gedeckten Betriebsausgaben, wenn

Sie selbstständig sind
Ihr Betrieb oder Ihre Praxis während des Tätigkeitsverbots oder der Quarantäne ruht und 
Sie Anspruch auf Entschädigung Ihres Verdienstausfalls haben.",§ 56 Absatz 4 Satz 2 Gesetz zur Verhütung und Bekämpfung von Infektionskrankheiten beim Menschen (Infektionsschutzgesetz - IfSG)<>https://www.gesetze-im-internet.de/ifsg/__56.html
Entschädigung nach dem Infektionsschutzgesetz Gewährung für Verdienstausfallentschädigung sorgeberechtigter Personen,L100041.LB.108364144,120000000000,"Sie unterliegen einem Tätigkeitsverbot oder
befinden sich in Quarantäne.
Sie haben einen Verdienstausfall und
Sie sind nicht arbeitsunfähig.",§ 56 Absatz 1 Infektionsschutzgesetz (IfSG)<>https://www.gesetze-im-internet.de/ifsg/__56.html
Kinderzuschlag beantragen,B100019.LB.581863,000000000000,"Um einen Kinderzuschlag zu bekommen, müssen folgende Voraussetzungen erfüllt sein:  Ihr Kind/Ihre Kinder ist/sind jünger als 25 Jahre, nicht verheiratet oder verpartnert und lebt/leben in Ihrem Haushalt. Sie beziehen für Ihr Kind/Ihre Kinder Kindergeld oder eine vergleichbare Leistung zum Beispiel aus dem Ausland. Sie verfügen  als Paar gemeinsam über ein Bruttoeinkommen von mindestens 900,00 EUR im Monat (ohne Wohngeld, Kindergeld und Kinderzuschlag) oder als alleinerziehende Person über mindestens 600,00 EUR im Monat.   Ihr Einkommen, das auf den Kinderzuschlag angerechnet wird, ist nicht so hoch, dass sich der Kinderzuschlag auf null reduziert. Sie verfügen über kein erhebliches Vermögen. Den Kinderzuschlag können Sie in der Regel erhalten, wenn Sie mit Ihrem Einkommen, dem Kindergeld, dem eventuell zustehendem Wohngeld und dem Kinderzuschlag den Bedarf der ganzen Familie im Sinne des SGB II decken können. Kinderzuschlag ist nachrangig gegenüber anderen möglichen Einkünften des Kindes; gegebenenfalls besteht die Verpflichtung, sich um vorrangige Ansprüche wie Unterhalt oder Unterhaltsvorschuss zu bemühen.",§ 6a Bundeskindergeldgesetz (BKGG)<>https://www.gesetze-im-internet.de/bkgg_1996/__6a.html
Bildungspaket - Kostenerstattung für Lernförderung,S100002.LB.S1000020010000006116,020000000000,"Anspruch haben Schüler unter 25 Jahren ohne Ausbildungsvergütung, die eine allgemeinbildende oder eine berufsbildende Schule besuchen. Die Altersgrenze von 25 Jahren entfällt für Leistungsberechtigte nach dem SGB XII und dem AsylbLG.",nicht angegeben
