Name,Description,ID-LB,ARS,Eligibility Requirements,Legal Basis
Hilfe zum Lebensunterhalt / Bremerhaven,"Hilfe zum Lebensunterhalt nach dem Sozialgesetzbuch XII kann Ihnen zustehen, 
wenn Sie befristet nicht erwerbsfähig im Sinne des Rentenversicherungsträgers sind und
wenn Sie keine oder keine ausreichende befristete Rente erhalten.",S100003.LB.S1000030000567209,040120000000,"keine oder keine ausreichende befristete Rente
gewöhnlicher Aufenthalt in der Bundesrepublik",§§ 27 ff Sozialgesetzbuch Zwölftes Buch (SGB XII)<>http%3A%2F%2Fwww.gesetze-im-internet.de%2Fsgb_12%2F__27.html
Übergangsgeld beantragen,"Übergangsgeld können Sie beantragen, wenn Sie an einer Maßnahme zur Teilhabe am Arbeitsleben, z.B. Umschulung, oder an einer Maßnahme zur medizinischen Rehabilitation teilnehmen.",L100022.LB.1468,080000000000,"Voraussetzungen für den Erhalt von Übergangsgeld sind:


  Teilnahme an einer Maßnahme zur Teilhabe am Arbeitsleben (z.B. Umschulung)
  Folgende Träger führen diese Maßnahme durch und zahlen Übergangsgeld:
  

    der Rentenversicherungsträger oder

    die Agentur für Arbeit, unter anderem wenn Sie
    

      innerhalb der letzten drei Jahre vor Beginn der Maßnahme mindestens zwölf Monate versicherungspflichtig in der Arbeitslosenversicherung waren oder

      einen Anspruch auf Arbeitslosengeld haben und entsprechende Anträge bereits gestellt wurden






 oder


  Teilnahme an einer Rehabilitationsmaßnahme (Leistungen zur medizinischen Rehabilitation)
  Sie können Übergangsgeld beantragen, wenn
  

    Ihr Anspruch auf Entgeltfortzahlung wegen gleichartiger Vorerkrankung ganz oder teilweise verbraucht ist und

    Sie vor deren Beginn oder einer vorhergehenden Arbeitsunfähigkeit Arbeitseinkünfte erzielt und Rentenversicherungsbeiträge gezahlt haben.




 Auch wenn Sie arbeitsunfähig sind oder beispielsweise Arbeitslosengeld beziehen, können Sie ein Übergangsgeld erhalten. Dafür müssen Sie vorher rentenversicherungspflichtig gewesen sein.","§§ 119 - 121 Sozialgesetzbuch Drittes Buch (SGB III)<>http://www.landesrecht-bw.de/jportal/?quelle=jlink&amp;query=SGB+3+Zweiter+Titel&amp;psml=bsbawueprod.psml&amp;max=true || §§ 20, 21 Sozialgesetzbuch Sechstes Buch (SGB VI)<>http://www.landesrecht-bw.de/jportal/?quelle=jlink&amp;query=SGB+6+%C2%A7+20&amp;psml=bsbawueprod.psml&amp;max=true || §§ 45 - 52 Sozialgesetzbuch Neuntes Buch (SGB IX)<>http://www.landesrecht-bw.de/jportal/?quelle=jlink&amp;query=SGB+9+%C2%A7+45&amp;psml=bsbawueprod.psml&amp;max=true || § 49 Sozialgesetzbuch Siebtes Buch (SGB VII)<>http://www.landesrecht-bw.de/jportal/?quelle=jlink&amp;query=SGB+7+%C2%A7+49&amp;psml=bsbawueprod.psml&amp;max=true"
Wohngeld; Beantragung eines Miet- oder Lastenzuschusses,"Haushalte mit geringem Einkommen können unter bestimmten Voraussetzungen Wohngeld als staatlichen Zuschuss zu den Wohnkosten erhalten. Der Antrag ist bei der Wohngeldbehörde (Landratsamt / kreisfreie Stadt) einzureichen, in deren Gebiet der Wohnraum liegt.",L100042.LB.24752,090000000000,"Um Wohngeld zu erhalten, muss die wohngeldberechtigte Person (siehe unter ""Anspruchsberechtigte"") einen Antrag stellen. 
Der Wohngeldantrag enthält Fragen nach den wesentlichen Angaben zur Feststellung des Wohngeldanspruchs. Die Angaben im Antrag sind mit den entsprechenden Nachweisen zu belegen.",Wohngeldgesetz (WoGG)<>http://bundesrecht.juris.de/wogg/ || § 7 Sozialgesetzbuch I<>http://www.gesetze-im-internet.de/sgb_1/__7.html || § 26 Sozialgesetzbuch I<>http://www.gesetze-im-internet.de/sgb_1/__26.html
Kinderbetreuung; Beantragung einer Entschädigung im Rahmen des Infektionsschutzgesetzes,Arbeitgeber/innen und Selbständige können eine Entschädigung bzw. Erstattung nach § 56 Abs. 1a Infektionsschutzgesetz (IfSG) beantragen.,L100042.LB.62637,090000000000,"Feststellung einer epidemischen Lage von nationaler Tragweite durch den Deutschen Bundestag (im Falle der Corona-Pandemie vom 28.03.2020 bis 25.11.2021; bis zum Ablauf des 23.09.2022 unabhängig von einer festgestellten epidemischen Lage von nationaler Tragweite). In diesem Zeitraum wird die Entschädigung für längstens zehn Wochen, bei Alleinerziehenden für 20 Wochen pro Jahr gewährt. Der erste Jahreszeitraum endete damit mit Ablauf des 27.3.2021, der folgende Jahreszeitraum (mit der erneuten Möglichkeit, 10 bzw. 20 Wochen Verdienstausfallentschädigung nach § 56 Abs. 1a IfSG in Anspruch zu nehmen) hat am 28.3.2021 begonnen.Die Schule oder Einrichtung zur Betreuung von Kindern oder eine Einrichtung für behinderte Menschen, die das Kind der Arbeitnehmerin/des Arbeitnehmers oder der/des selbstständig Tätigen besucht, wird zur Verhinderung der Verbreitung einer Infektions- oder einer übertragbaren Krankheit vorübergehend geschlossen oder deren Betreten, auch aufgrund einer Absonderung, wird untersagt oder von der zuständigen Behörde werden aus Gründen des Infektionsschutzes Schul- oder Betriebsferien angeordnet oder verlängert, die Präsenzpflicht in einer Schule aufgehoben oder der Zugang zum Kinderbetreuungsangebot eingeschränkt oder es liegt eine behördliche Empfehlung vor, vom Besuch einer Einrichtung zur Betreuung von Kindern, einer Schule oder einer Einrichtung für Menschen mit Behinderungen abzusehen, unddas Kind darf das zwölfte Lebensjahr noch nicht vollendet haben (d.h., dass das Kind höchstens 11 Jahre alt ist) oder das Kind ist behindert und auf Hilfe angewiesen unddas Kind muss in der Zeit der Schließung von der Arbeitnehmerin/dem Arbeitnehmer bzw. der/dem selbstständig Tätigen selbst zu Hause betreut werden, weileine anderweitige zumutbare Betreuung nicht sichergestellt werden kann, unddie erwerbstätige Person muss dadurch einen Verdienstausfall erleiden.
Ausführliche Informationen zur Entschädigung bzw. Erstattung nach § 56 Abs. 1a IfSG erhalten Sie unter ""Weiterführende Links"".",§ 56 Abs. 1a Gesetz zur Verhütung und Bekämpfung von Infektionskrankheiten beim Menschen (Infektionsschutzgesetz - IfSG)<>https://www.gesetze-im-internet.de/ifsg/__56.html
Hilfe zum Lebensunterhalt,"Reicht Ihr Einkommen oder Vermögen für Ihren notwendigen Lebensunterhalt nicht aus, erhalten Sie unter bestimmten Voraussetzungen Hilfe zum Lebensunterhalt (Sozialhilfe).Hilfe zum Lebensunterhalt als Sozialhilfeleistung erhalten Sie in der Regel, wenn Sie hilfebedürftig sind und weder Bürgergeld, noch Grundsicherung im Alter und bei Erwerbsminderung erhalten.Kinder unter 15 Jahren erhalten Sozialhilfe, wenn sie zusammen mit Personen leben, die Hilfe zum Lebensunterhalt erhalten (in der Regel mit den Eltern) und ihren Lebensunterhalt trotz Unterhaltsansprüchen nicht sicherstellen können.Die Leistungen der Hilfe zum Lebensunterhalt umfassen: Den pauschalierten Regelsatz zur Sicherung des Lebensunterhalts - Zum Beispiel für Ernährung, Kleidung oder Körperpflege. Für jedes Mitglied der Einsatzgemeinschaft (z.B. Eltern, Kinder, Ehepartner*in, Lebenspartner*in, Partner*in einer eheänlichen/ lebenspartnerschaftsähnlichen Gemeinschaft) wird ein eigener Regelsatz festgesetzt.Bedarfe für Unterkunft und Heizung.Bedarfe für Beiträge Ihrer Kranken- und Pflegeversicherung und unter bestimmten Voraussetzungen für Ihre Altersvorsorge. Zusätzlich zu Ihrem Regelsatz können Sie Leistungen für Mehrbedarfe beim Lebensunterhalt erhalten. Diese Mehrbedarfe können Sie beantragen, wenn Siedie Voraussetzungen für einen Schwerbehindertenausweis mit dem Merkzeichen ""G"" erfüllen und nach dem Rentenrecht nicht 	erwerbsfähig sind.werdende Mutter ab der 13. Schwangerschaftswoche sind.alleinerziehend sind.das 15. Lebensjahr vollendet haben, behindert sind und Hilfen für eine angemessene Schul- oder Ausbildung im Rahmen der 	Eingliederungshilfe erhalten.wegen einer medizinischen Erkrankung auf eine spezielle Ernährungsweise angewiesen sind, die zu höheren Kosten als eine 	""normale"" Ernährung führt.das Warmwasser nicht durch eine zentrale Heizungsanlage, sondern dezentral erzeugen (z. B. Durchlauferhitzer).Bildungs- und Teilhabeleistungen für Kinder und JugendlicheDieses umfasst zum Beispiel Klassenfahrten, persönlichen Schulbedarf, Schülerfahrkarten, ergänzende Lernförderung, Mittagessen in Schulen oder Vereinsbeträge, Musikunterricht und ähnliches. Für diese Leistung ist ein separater Antrag zu stellen. Nähere Informationen finden Sie hier.Übernahme von SchuldenIn Ausnahmefällen gibt es eine Übernahme von Schulden zur Vermeidung von Wohnungslosigkeit, Sicherung Ihrer Unterkunft oder zur Behebung einer vergleichbaren Notlage, z. B. Schulden beim Energieversorger. Nähere Informationen bei drohendem Wohnungsverlust finden Sie hier. Wenn Sie nicht allein leben, bezieht das Sozialamt das gesamte Einkommen der Mitglieder einer Einsatzgemeinschaft (z.B. Erwerbseinkommen, Unterhaltsleistungen und Renteneinkünfte) mit ein, um Ihren Hilfebedarf zu ermitteln. Das für Minderjährige gezahlte Kindergeld sowie eventuelle Unterhaltszahlungen für ein Kind werden diesem Kind zugerechnet, um dessen Bedarfe zu decken. Bestimmte Vermögenswerte gelten als nicht zu berücksichtigendes Schonvermögen, zum Beispiel: Kleinere Barbeträge (Geldvermögen je Erwachsenem: EUR 10.000) oder ein angemessenes Hausgrundstück.Bis auf wenige Ausnahmefälle, erhalten Sie keine Leistungen für vergangene Zeiträumen.",L100002.LB.07a787de0c587474952bd0c3a36cba0a,050000000000,"Sie sind hilfebedürftig und befristet voll erwerbsgemindert oder beziehen eine Altersrente, haben die Altersgrenze für die Regelaltersrente aber noch nicht erreicht. Hilfebedürftig sind Sie, wenn Sie Ihren Lebensunterhalt nicht aus eigenen Mitteln und Kräften vollständig decken können. Sie erhalten kein/e Bürgergeld, Grundsicherung im Alter und bei Erwerbsminderung oder Grundleistungen für Asylsuchende.",nicht angegeben
Hilfe zum Lebensunterhalt (Sozialhilfe) beantragen,"Reicht Ihr Einkommen oder Vermögen für Ihren notwendigen Lebensunterhalt nicht aus, erhalten Sie unter bestimmten Voraussetzungen Hilfe zum Lebensunterhalt (Sozialhilfe).",L100012.LB.8936820,010000000000,"Sie sind hilfebedürftig und:
	
befristet voll erwerbsgemindert oder
beziehen eine Altersrente, haben die Altersgrenze für die Regelaltersrente aber noch nicht erreicht.



Hilfebedürftig sind Sie, wenn Sie Ihren Lebensunterhalt nicht aus eigenen Mitteln und Kräften vollständig decken können.
Zeitlich befristet voll erwerbsgemindert sind Sie, wenn Sie auf absehbare Zeit (mehr als 6 Monate) nicht in der Lage sind, unter den üblichen Bedingungen des allgemeinen Arbeitsmarktes regelmäßig mindestens 3 Stunden täglich zu arbeiten.

Sie erhalten keine:
	
Grundsicherung für Arbeitsuchende,
Grundsicherung im Alter und bei Erwerbsminderung oder
Grundleistungen für Asylsuchende.",§§ 27 - 40 Zwölftes Buch Sozialgesetzbuch (SGB XII)<>https://www.gesetze-im-internet.de/sgb_12/__27.html
Weiterleistung für Wohngeld beantragen,"Wenn Sie bereits Wohngeld erhalten, können Sie unter bestimmten Voraussetzungen einen Antrag auf Weiterleistung stellen.",L100002.LB.711510ca21a28c5fcddbdb6a749594b7,050000000000,"Sie müssen als Antragstellerin oder Antragsteller weiterhin wohngeldberechtigt sein. Wohngeldberechtigt für einen Mietzuschuss sind Sie als: Mieterinnen und Mieter von Wohnraum Untermieterin und Untermieter von Wohnraum Bewohnerinnen und Bewohner einer Genossenschafts- oder einer Stiftswohnung Bewohnerinnen und Bewohner eines Heimes (Heimbewohner i.S. des jeweiligen Landesgesetzes; hierzu zählen auch Menschen mit Behinderungen, die zur Erbringung von Eingliederungshilfe in besonderen Wohnformen nicht nur vorübergehend aufgenommen sind) mietähnliche Nutzungsberechtigte, insbesondere Inhaberinnen und Inhaber eines mietähnlichen Dauerwohnrechts Eigentümerinnen und Eigentümer eines Mehrfamilienhauses (drei oder mehrere Wohnungen), eines Geschäftshauses oder eines Gewerbebetriebes, wenn Sie in diesem Haus wohnen Eigentümerinnen und Eigentümer eines Ein- oder Zweifamilienhauses, in dem Sie wohnen, das jedoch auch Geschäftsräume in einem solchen Umfang enthält, dass es nicht mehr als ein Eigenheim angesehen werden kann Inhaberinnen und Inhaber einer landwirtschaftlichen Vollerwerbsstelle, deren Wohnteil nicht vom Wirtschaftsteil getrennt ist Frauen, die in Frauenhäusern wohnen, auch wenn sich das Entgelt tageweise bemisst eine Person, die durch die Obdachlosenbehörde in Obdachlosenunterkünfte oder in Wohnraum Dritter eingewiesen ist, auch wenn das Nutzungsentgelt (welches sich nicht zum Beispiel nach der Anzahl der Tage bemisst oder nach erwachsenen Personen und Kindern gestaffelt ist) an die Obdachlosenbehörde gezahlt wirdWohngeldberechtigt für einen Lastenzuschuss sind Sie als: Eigentümerinnen und Eigentümer eines Eigenheimes oder einer Eigentumswohnung, Eigentümerinnen und Eigentümer einer Kleinsiedlung, Eigentümerinnen und Eigentümer einer landwirtschaftlichen Nebenerwerbsstelle, Eigentümerinnen und Eigentümer einer landwirtschaftlichen Vollerwerbsstelle, falls Wohn- und Wirtschaftsteil voneinander getrennt sind und für den Wohnteil eine Wohngeldlastenberechnung aufgestellt werden kann, Inhaberinnen und Inhaber eines eigentumsähnlichen Dauerwohnrechtes Erbbauberechtigte und diejenigen, die Anspruch auf Übereignung des Gebäudes oder der Wohnung bzw. auf Übertragung oder Einräumung des Erbbaurechtes haben.Die Wohnrauminhaberin oder der Wohnrauminhaber muss den Wohnraum bewohnen und die Belastung hierfür aufbringen.",§ 26 Sozialgesetzbuch Erstes Buch (SGB I)<>https://www.gesetze-im-internet.de/sgb_1/__26.html || § 1 Wohngeldgesetz (WoGG)<>https://www.gesetze-im-internet.de/wogg/__1.html || § 25 Absatz 1 Satz 2 Wohngeldgesetz (WoGG)<>https://www.gesetze-im-internet.de/wogg/__25.html || Wohngeldverordnung (WoGV)<>https://www.gesetze-im-internet.de/wogv/inhalts_bersicht.html || Wohngeld-Verwaltungsvorschrift (WoGVwV)<>https://www.verwaltungsvorschriften-im-internet.de/bsvwvbund_28062017_SWII4.htm
Grundsicherung im Alter und bei Erwerbsminderung (Sozialhilfe),"Wer die Altersgrenze erreicht hat (je nach Einzelfall 65 Jahre und älter) oder als Erwachsener aus gesundheitlichen Gründen auf Dauer voll erwerbsgemindert ist, kann Leistungen der Grundsicherung im Alter und bei Erwerbsminderung erhalten.

	Die Grundsicherung im Alter und bei Erwerbsminderung soll – wie die Hilfe zum Lebensunterhalt – den notwendigen Lebensunterhalt sicherstellen. Das betrifft insbesondere die Kosten für Ernährung, Unterkunft, Kleidung, Körperpflege, Hausrat, Heizung sowie für persönliche Bedürfnisse des täglichen Lebens, wie etwa Telefon, Zeitung oder den Konzertbesuch.

Leistung für Heimbewohner

	Leben die Betroffenen in einem Pflege-, Behinderten- oder Seniorenheim, so erhalten sie einen Betrag für die Kosten der Unterkunft und Heizung. Berechnungsgrundlage sind die durchschnittlichen Kosten eines Einpersonenhaushaltes im Bereich des jeweiligen Trägers.

Umfang der Grundsicherung

	Die Höhe der Leistung hängt von der Bedürftigkeit ab, eigenes Einkommen und Vermögen hat die zuständige Stelle bei der Berechnung zu berücksichtigen.

	Angehörige werden bei der Grundsicherung (im Gegensatz zur Hilfe zum Lebensunterhalt) nur dann für etwaige Unterhaltsverpflichtungen herangezogen, wenn ihr Jahreseinkommen über 100.000,00 Euro liegt. Eine so genannte Erbenhaftung hat der Gesetzgeber ausgeschlossen, die Erben sind somit nicht verpflichtet, entstandene Kosten der Grundsicherung zurückzuerstatten.

	Diese Regelungen sollen es Betroffenen erleichtern, die Hilfe in Anspruch zu nehmen.

Bedürftigkeit

	Die Betroffenen müssen bedürftig sein, das heißt ihr Einkommen und Vermögen (beziehungsweise das ihres Ehegatten/Lebensgefährten) reicht nicht aus, um den notwendigen Lebensunterhalt sicherzustellen.

	Haben die Hilfebedürftigen unterhaltspflichtige Eltern oder Kinder, darf deren jährliches Einkommen 100.000,00 Euro nicht übersteigen.",L100001.LB.8967187,060000000000,"Ein Anspruch auf Leistungen zur Grundsicherung besteht, wenn die oder der Betroffene seinen gewöhnlichen Aufenthalt in der Bundesrepublik Deutschland hat und


		die Altersgrenze erreicht hat (je nach Einzelfall 65 Jahre und älter) oder

		nach Vollendung des 18. Lebensjahres aus gesundheitlichen Gründen auf absehbare Zeit nicht in der Lage ist, wenigstens 3 Stunden täglich einer Erwerbstätigkeit nachzugehen.",§§ 41 ff. Sozialgesetzbuch Zwölftes Buch (SGB XII) – Sozialhilfe<>https://www.gesetze-im-internet.de/sgb_12/index.html
Wohngeld - Mietzuschuss beantragen,"Wohngeld ist ein vom Bund und dem Land Berlin jeweils zur Hälfte getragener Zuschuss zu den Wohnkosten. Bürgerinnen und Bürger mit geringem Einkommen können diesen Zuschuss zu ihren Wohnkosten vom Staat erhalten.

Wer zum Kreis der Berechtigten zählt, hat auf das Wohngeld einen Rechtsanspruch. Wohngeld bekommen Sie jedoch nicht automatisch, dafür muss ein Antrag gestellt werden. Wohngeld gibt es als Mietzuschuss für Mieter von eigengenutztem Wohnraum.

Höhe des Wohngeldes
Ob und in welcher Höhe ein Anspruch auf Wohngeld besteht, richtet sich nach drei Faktoren:
der Anzahl der zu berücksichtigenden Haushaltsmitglieder,der Höhe der zu berücksichtigenden Miete undder Höhe des Gesamteinkommens.Das Wohngeld für einen Haushalt berechnet sich nach einer gesetzlichen Formel, die diese Faktoren berücksichtigt. Ob Sie Anspruch auf Wohngeld haben, können Sie mit dem Wohngeldrechner unverbindlich selbst berechnen.

Fristen und Gültigkeit
Wohngeld als Mietzuschuss wird ab dem Monat gewährt, in dem der Antrag bei der zuständigen Behörde angekommen ist, sofern die Anspruchsvoraussetzungen vorliegen.In der Regel wird Wohngeld für 12 Monate bewilligt.Für die Zeit danach müssen Sie einen neuen Antrag (Weiterleistungsantrag) für die Weiterzahlung von Wohngeld stellen.Wohngeld kann auch rückwirkend beantragt werden, wenn in der Regel innerhalb von 4 Wochen nach Kenntnis von der Entscheidung über Ablehnung oder Aufhebung von Bürgergeld/Arbeitslosengeld II oder Grundsicherung, der Wohngeldantrag gestellt wird. Der Beginn des Bewilligungszeitraumes von Wohngeld beginnt dann nicht mit dem Monat der Antragstellung auf Wohngeld, sondern mit dem Monat der Antragstellung auf die oben genannte Leistung (Bürgergeld/Arbeitslosengeld II oder Grundsicherung).",L100108.LB.L100108.120656,110000000000,"WohngeldrechnerOb Sie Anspruch auf Wohngeld haben, können Sie vor Antragstellung mit dem Wohngeldrechner unverbindlich selbst berechnen.Hauptwohnsitz in BerlinSie wohnen in Berlin, haben hier Ihren Lebensmittelpunkt.MietzahlungenSie sind Haupt- oder Untermieter von Wohnraum oder wohnen in einem ähnlichen Mietverhältnis (z.B. in einer Genossenschaftswohnung oder Heim), nutzen den Wohnraum selbst und zahlen dafür Miete.Sie empfangen keine Transferleistungen, bei der die Kosten der Unterkunft berücksichtigt werden.Solche Leistungen können z.B. sein:
Bürgergeld/Arbeitslosengeld II/Sozialgeld,Grundsicherung im Alter und bei Erwerbsminderung,Hilfe zum Lebensunterhalt oderKinder- und Jugendhilfe.Sie haben keinen Anspruch auf BAföG, BAB oder Leistungen aufgrund des Förderpro-gramms MobiPro-EUVom Wohngeld ausgeschlossen sind Haushalte, zu denen ausschließlich Haushaltsmitglieder rechnen, denen dem Grunde nach folgende Leistungen zustehen:
Leistungen zur Förderung der Ausbildung nach dem Bundesausbildungsförderungsgesetz,Berufsausbildungsbeihilfe nach den §§ 56, 116 Abs. 3 oder Abs. 4 oder § 122 des Dritten Buches Sozialgesetzbuch (SGB III)oder Leistungen zur Sicherung des Lebensunterhaltes während des ausbildungsbegleitenden Praktikums oder der betrieblichen Berufsausbildung bei Teilnahme am Sonderprogramm Förderung der beruflichen Mobilität von ausbildungsinteressierten Jugendlichen aus Europa (MobiPro-EU)Dem Grund nach bedeutet, dass das eigene Einkommen bzw. das der Eltern zu hoch ist, um eine dieser Leistungen zu erhalten.Hinweis: Wird allerdings eine dieser Leistungen als Darlehen gewährt, besteht kein Wohngeldausschluss.",Wohngeldgesetz (WoGG)<>https://www.gesetze-im-internet.de/wogg/ || Wohngeldverordnung (WoGV)<>https://www.gesetze-im-internet.de/wogv/ || Wohngeldverwaltungsvorschrift (WoGVwV)<>https://www.verwaltungsvorschriften-im-internet.de/bsvwvbund_28062017_SWII4.htm
Wohnungssicherung beantragen,"Obdachlos sind Menschen, die keinen festen Wohnsitz und keine Unterkunft haben. Sie übernachten im öffentlichen Raum wie Parks, Gärten oder U-Bahnstationen.",L100027.LB.105475858,130000000000,"Dazu zählen beispielsweise:

drohender Verlust der Wohnung wegen Mietrückständen,
Mahnung im Rahmen des Mietverhältnisses durch den Vermieter,
Kündigung der Wohnung durch Vermieter,
Räumungsklage wurde eingereicht bzw. ein Räumungstermin wurde bereits festgesetzt,
bereits wohnungslos und nicht in der Lage, einen Wohnraum zu erlangen oder
aus Haft entlassen und wohnungslos
Obdachlosigkeit
keine Möglichkeiten der Hilfe zur Selbsthilfe",§ 22 Zweites Buch Sozialgesetzbuch (SGB II)<>https://www.gesetze-im-internet.de/sgb_2/__22.html || § 35 Zwölftes Buch Sozialgesetzbuch (SGB XII)<>https://www.gesetze-im-internet.de/sgb_12/__35.html || § 36 Zwölftes Buch Sozialgesetzbuch (SGB XII)<>https://www.gesetze-im-internet.de/sgb_12/__36.html || Sozialgesetzbuch XII - Hilfe zur Überwindung besonderer sozialer Schwierigkeiten<>https://www.gesetze-im-internet.de/sgb_12/BJNR302300003.html#BJNR302300003BJNG001200000
Sozialhilfe; Beantragung eines Schiedsverfahrens,Leistungserbringer und Träger der Sozialhilfe können bei Streitigkeiten und Konfliktfällen in Verhandlungen über eine Leistungs- und Vergütungsvereinbarung die gemeinsame Schiedsstelle anrufen.,L100042.LB.95868,090000000000,"Voraussetzung für die Anrufung der Schiedsstelle ist, dass eine Partei schriftlich zu Verhandlungen über den Abschluss einer Vereinbarung gemäß § 76 SGB XII aufgefordert worden ist und es innerhalb von drei Monaten nicht zu einer schriftlichen Vereinbarung gekommen ist.","§§ 76, 77, 81 (Sozialgesetzbuch) SGB Zwölftes Buch (XII)<>https://www.gesetze-im-internet.de/sgb_12/ || §§100, 41a bis 41d, 35 bis 40f Verordnung zur Ausführung der Sozialgesetze (AVSG)<>https://www.gesetze-bayern.de/Content/Document/BayAVSG"
Übernahme von Mietrückständen zur Sicherung der Unterkunft beantragen,"Wenn Sie Mietschulden haben, können Sie finanzielle Hilfe zur Vermeidung von Wohnungs- und Obdachlosigkeit sowie Beratung zur Unterbringung bei eingetretenem Wohnungsverlust erhalten.",L100002.LB.dab6c46005ec545baf26c5cd630708f5,050000000000,"Ihre Mietschulden können nur übernommen werden, wenn unter anderem:  die Kosten für Ihre aktuelle Unterkunft angemessen sind, Ihre Vermieterin oder Ihr Vermieter sich schriftlich mit der Fortführung des Mietverhältnisses einverstanden erklärt, Ihre Absichtserklärung vorliegt, längerfristig in der Wohnung zu bleiben, es keine Möglichkeit gibt, die Notlage aus eigener Kraft zu beseitigen (zum Beispiel durch eine Vereinbarung einer Ratenzahlung mit Ihrer Vermieterin/Ihrem Vermieter), zukünftige Mietzahlungen gesichert sind (zum Beispiel durch Direktzahlungen des zuständigen Leistungsträgers) und Sie daher in der Wohnung bleiben können.",§ 36 Sozialgesetzbuch Zwölftes Buch (SGB XII)<>https://www.gesetze-im-internet.de/sgb_12/__36.html
Freie Förderung; Beantragung,"Wenn Sie über die sonstigen gesetzlich geregelten Förderleistungen zur Eingliederung in Arbeit hinaus noch weitergehende, arbeitsmarktbezogene Förderbedarfe haben, können Sie im Einzelfall Leistungen der sogenannten Freien Förderung SGB II beantragen.",L100042.LB.171410,090000000000,"Sie können Leistungen der Freien Förderung SGB II erhalten, wenn
Sie hierfür einen Antrag stellen.Sie erwerbsfähige Leistungsberechtigte oder erwerbsfähiger Leistungsberechtigter im Sinne des SGB II sind.die sonstigen gesetzlichen Förderleistungen zur Eingliederung in Arbeit entsprechend des SGB III oder des SGB II alleine nicht ausreichen, um die gleichen Inhalte in der gleichen Weise zu fördern.die Freie Förderung SGB II die sonstigen gesetzlichen Förderleistungen zur Eingliederung in Arbeit nicht umgeht oder aufstockt.
  für die Förderung kein anderer Sozialleistungsträger, zum Beispiel Ihre Kommune oder Kranken- oder Rentenversicherung, zuständig ist. Das ist zum Beispiel der Fall bei 
  kommunalen Eingliederungsleistungen, zum Beispiel Kinderbetreuung oder SchuldnerberatungSprachförderungen des Bundesamts für Migration und FlüchtlingeLeistungen der Kinder- und JugendhilfeLeistungen der Kranken- oder Rentenversicherung",§ 16f Sozialgesetzbuch Zweites Buch (SGB II)<>https://www.gesetze-im-internet.de/sgb_2/__16f.html
Mit Diagnosemaßnahmen für Menschen mit Behinderungen die berufliche Eignung prüfen,"Wenn Sie eine Behinderung haben, können Sie unterstützende Leistungen zur Teilhabe am Arbeitsleben erhalten. Vorab muss jedoch unter Umständen ihre berufliche Eignung festgestellt werden oder eine Arbeitserprobung erfolgen.",B100019.LB.102758156,000000000000,"Sie haben eine Behinderung und Ihr zuständiger Rehabilitationsträger ist die Bundesagentur für Arbeit. Ihre Aussichten am Arbeitsleben teilzuhaben oder wieder teilzuhaben sind wegen der Art oder Schwere Ihrer Behinderung nicht nur vorübergehend wesentlich verringert.  Oder: Ihnen droht eine Behinderung mit den gleichen beruflichen Folgen.   Die vorhandenen Erkenntnisse reichen noch nicht aus, um zu beraten und zu entscheiden, welche Förderung geeignet ist, um Ihre Teilhabe am Arbeitsleben zu ermöglichen. Sie benötigen Unterstützung bei der beruflichen Orientierung beziehungsweise ist es notwendig, Ihr individuelle Leistungspotenzial zu untersuchen und festzustellen.",§ 112 Absatz 2 Sozialgesetzbuch Drittes Buch (SGB III)<>https://www.gesetze-im-internet.de/sgb_3/__112.html || § 49 Absatz 4 Sozialgesetzbuch Neuntes Buch (SGB IX)<>https://www.gesetze-im-internet.de/sgb_9_2018/__49.html || § 65 Absatz 3 Sozialgesetzbuch Neuntes Buch (SGB IX)<>https://www.gesetze-im-internet.de/sgb_9_2018/__65.html || § 139 Absatz 1 Satz 1 Sozialgesetzbuch Drittes Buch (SGB III)<>https://www.gesetze-im-internet.de/sgb_3/__139.html
